FID,ASS,Name,Kurzname,Haltestellenbereich,Koordinate,Betriebsbereich,Linien
haltestellen.fid-62cca9c6_1651d8457bd_6c1f,53022,Gremberg,GBG,530,POINT (7.0108318738 50.926724912),BUS,153
haltestellen.fid-62cca9c6_1651d8457bd_6c20,53121,Gießener Str.,GIE,531,POINT (7.0009555934 50.9338802358),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c21,53122,Gießener Str.,GIE,531,POINT (7.0011082969 50.9337610757),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c22,53221,Sauerlandstr.,SLS,532,POINT (6.9996468943 50.926241836),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c23,53311,Ostheim,OSH,533,POINT (7.042401237 50.9291592467),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c24,53312,Ostheim,OSH,533,POINT (7.0418262966 50.9292303669),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c25,53321,Ostheim,OSH,533,POINT (7.0420099326 50.9288699224),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c26,53322,Ostheim,OSH,533,POINT (7.0421918964 50.9287118975),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c27,53323,Ostheim,OSH,533,POINT (7.0422178901 50.9289062374),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c28,53324,Ostheim,OSH,533,POINT (7.0418445637 50.9290326323),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c29,53325,Ostheim,OSH,533,POINT (7.0423578653 50.9287212464),BUS,191
haltestellen.fid-62cca9c6_1651d8457bd_6c2a,53326,Ostheim,OSH,533,POINT (7.0423561587 50.9287212178),BUS,191
haltestellen.fid-62cca9c6_1651d8457bd_6c2b,53411,Autobahn Stadtbahn,AUT,534,POINT (7.0542744049 50.9270401757),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c2c,53412,Autobahn Stadtbahn,AUT,534,POINT (7.0535665682 50.9272312723),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c2d,53521,Buchheimer Weg,BHW,535,POINT (7.0373701249 50.9339040166),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c2e,53522,Buchheimer Weg,BHW,535,POINT (7.037292785 50.933810711),BUS,151 152
haltestellen.fid-62cca9c6_1651d8457bd_6c2f,53621,Saarbrücker Str.,SAB,536,POINT (7.0448529868 50.9251549774),BUS,151 152 191
haltestellen.fid-62cca9c6_1651d8457bd_6c30,53622,Saarbrücker Str.,SAB,536,POINT (7.0452960254 50.9244407438),BUS,151 152 191
haltestellen.fid-62cca9c6_1651d8457bd_6c31,53721,Servatiusstr.,SVA,537,POINT (7.046540994 50.9298410666),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c32,53722,Servatiusstr.,SVA,537,POINT (7.0477960369 50.9296921717),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c33,53821,Autobahn Omnibus,OAU,538,POINT (7.0554419901 50.9288732057),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c34,53822,Autobahn Omnibus,OAU,538,POINT (7.0558913634 50.9286763544),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c35,53911,Kalker Friedhof,KAF,539,POINT (7.0430997608 50.9427657974),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c36,53912,Kalker Friedhof,KAF,539,POINT (7.0424383828 50.9426269093),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c37,54011,Merheim,MRH,540,POINT (7.0476731155 50.9439323093),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c38,54012,Merheim,MRH,540,POINT (7.0485778681 50.9442263293),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c39,54021,Merheim,MRH,540,POINT (7.047871596 50.9443052677),BUS,157 158
haltestellen.fid-62cca9c6_1651d8457bd_6c3a,54022,Merheim,MRH,540,POINT (7.0480585128 50.9442135099),BUS,157 158
haltestellen.fid-62cca9c6_1651d8457bd_6c3b,54121,Broichstr.,BRO,541,POINT (7.0501632236 50.9502666928),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c3c,54122,Broichstr.,BRO,541,POINT (7.0501496217 50.9509930624),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c3d,54221,Bevingsweg,BEV,542,POINT (7.0429246473 50.9496024511),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c3e,54222,Bevingsweg,BEV,542,POINT (7.0433568509 50.950051014),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c3f,54321,Ostmerheimer Str.,OSM,543,POINT (7.0507541988 50.9415218698),BUS,157 158
haltestellen.fid-62cca9c6_1651d8457bd_6c40,54322,Ostmerheimer Str.,OSM,543,POINT (7.0507905374 50.9416230257),BUS,157 158
haltestellen.fid-62cca9c6_1651d8457bd_6c41,54421,Wiehler Str.,WIH,544,POINT (7.0643180519 50.9426480882),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c42,54422,Wiehler Str.,WIH,544,POINT (7.0632657864 50.9433191897),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c43,54521,Gewerbegebiet Broichstr.,GWB,545,POINT (7.0597416568 50.9445085417),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c44,54522,Gewerbegebiet Broichstr.,GWB,545,POINT (7.0603580587 50.9448713351),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c45,54611,Flehbachstr.,FLE,546,POINT (7.0736069002 50.9478331269),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c46,54612,Flehbachstr.,FLE,546,POINT (7.0727792423 50.9477177496),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c47,54711,Brück Mauspfad,BMP,547,POINT (7.0786019742 50.9488361163),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c48,54712,Brück Mauspfad,BMP,547,POINT (7.0778312069 50.9487041737),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c49,54713,Brück Mauspfad,BMP,547,POINT (7.0777172961 50.9488218234),STRAB,1
haltestellen.fid-62cca9c6_1651d8457bd_6c4a,54721,Brück Mauspfad,BMP,547,POINT (7.0792513645 50.9493360544),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c4b,54722,Brück Mauspfad,BMP,547,POINT (7.0791520642 50.9491891738),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c4c,54821,Erker Mühle,FLB,548,POINT (7.09150572 50.9326446673),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c4d,54822,Erker Mühle,FLB,548,POINT (7.0913324187 50.9325913797),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c4e,54921,Kleinfeldchensweg,KFE,549,POINT (7.0862999369 50.9400891783),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c4f,54922,Kleinfeldchensweg,KFE,549,POINT (7.0858346833 50.940409728),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c50,54923,Kleinfeldchensweg,KFE,549,POINT (7.0850821057 50.9397236738),BUS,187
haltestellen.fid-62cca9c6_1651d8457bd_6c51,55021,Bückebergstr.,BCB,550,POINT (7.0846365466 50.9418750139),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c52,55022,Bückebergstr.,BCB,550,POINT (7.084654272 50.9417727774),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c53,55121,Olpener Str.,OLP,551,POINT (7.0811085033 50.9457163531),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c54,55122,Olpener Str.,OLP,551,POINT (7.0813266173 50.9451662906),BUS,154 187
haltestellen.fid-62cca9c6_1651d8457bd_6c55,55221,Im Langen Bruch,ILB,552,POINT (7.0783775251 50.952123816),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c56,55222,Im Langen Bruch,ILB,552,POINT (7.0779553934 50.9526924588),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c57,55311,Steinweg,SWG,553,POINT (7.0665732185 50.9236995873),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c58,55312,Steinweg,SWG,553,POINT (7.0671609225 50.923596),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c59,55411,Porzer Str.,POZ,554,POINT (7.0747693018 50.9216999601),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5a,55412,Porzer Str.,POZ,554,POINT (7.0753822921 50.921596299),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5b,55511,Röttgensweg,ROE,555,POINT (7.0902407356 50.9202941538),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5c,55512,Röttgensweg,ROE,555,POINT (7.0909005941 50.9202990121),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5d,55611,Rath-Heumar,RHM,556,POINT (7.0806712247 50.920450354),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5e,55612,Rath-Heumar,RHM,556,POINT (7.0821826698 50.9203857999),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c5f,55711,Königsforst,KGF,557,POINT (7.0964440718 50.9198439014),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c60,55712,Königsforst,KGF,557,POINT (7.0960791647 50.9199124174),STRAB,9
haltestellen.fid-62cca9c6_1651d8457bd_6c61,55721,Königsforst,KGF,557,POINT (7.0971199437 50.9197943943),BUS,154 423
haltestellen.fid-62cca9c6_1651d8457bd_6c62,55821,Schloss Röttgen,SLR,558,POINT (7.0815193788 50.9145461103),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c63,55822,Schloss Röttgen,SLR,558,POINT (7.0813302895 50.9149926853),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c64,55921,Eiler Str.,EST,559,POINT (7.081734564 50.9172321859),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c65,55922,Eiler Str.,EST,559,POINT (7.0815307871 50.9171224419),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c66,56021,Alte Forststr.,AFO,560,POINT (7.0911163402 50.9153685356),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c67,56022,Alte Forststr.,AFO,560,POINT (7.0910321178 50.9154588934),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c68,56121,Baldurstr.,BAL,561,POINT (7.0950782009 50.9266491376),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c69,56122,Baldurstr.,BAL,561,POINT (7.0952874732 50.9253755467),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6c6a,56221,Europaring,EPR,562,POINT (7.0643998864 50.937946398),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c6b,56222,Europaring,EPR,562,POINT (7.0616730186 50.938988846),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c6c,56321,Straßburger Platz,SBP,563,POINT (7.0628862485 50.9350047401),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c6d,56322,Straßburger Platz,SBP,563,POINT (7.0587757255 50.9359693807),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c6e,56421,Ludwig-Quidde-Platz,LQP,564,POINT (7.0556556674 50.9314307871),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c6f,56521,Rösrather Str.,RRS,565,POINT (7.0596679982 50.9291824887),BUS,157 187
haltestellen.fid-62cca9c6_1651d8457bd_6c70,56522,Rösrather Str.,RRS,565,POINT (7.0603967808 50.928228051),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6c71,56523,Rösrather Str.,RRS,565,POINT (7.0603967808 50.928228051),BUS,187
haltestellen.fid-62cca9c6_1651d8457bd_6c72,56621,Auguste-Kowalski-Str.,AKS,566,POINT (7.0238838172 51.005469388),BUS,155 157
haltestellen.fid-62cca9c6_1651d8457bd_6c73,56622,Auguste-Kowalski-Str.,AKS,566,POINT (7.0241079677 51.0053302719),BUS,155 156 157
haltestellen.fid-62cca9c6_1651d8457bd_6c74,56711,Stegerwaldsiedlung,STE,567,POINT (6.9933994166 50.9485947332),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_6c75,56712,Stegerwaldsiedlung,STE,567,POINT (6.9929487166 50.948319243),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_6c76,56811,Grünstr.,GRU,568,POINT (7.0005301212 50.9558928783),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6c77,56812,Grünstr.,GRU,568,POINT (7.0002051886 50.9555675873),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6c78,56911,Buchforst Waldecker Str.,WDK,569,POINT (7.004801252 50.9509631138),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6c79,56912,Buchforst Waldecker Str.,WDK,569,POINT (7.0056156237 50.9511901788),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6c7a,56921,Buchforst Waldecker Str.,WDK,569,POINT (7.0051082455 50.9514446659),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c7b,56922,Buchforst Waldecker Str.,WDK,569,POINT (7.0049620927 50.9512468254),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c7c,57011,Mülheim Wiener Platz,WPL,570,POINT (7.005173058 50.9615209532),STRAB,13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c7d,57012,Mülheim Wiener Platz,WPL,570,POINT (7.0046284915 50.9618196816),STRAB,13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c7e,57013,Mülheim Wiener Platz,WPL,570,POINT (7.003861224 50.9614430421),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6c7f,57014,Mülheim Wiener Platz,WPL,570,POINT (7.0043592042 50.9618957526),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6c80,57021,Mülheim Wiener Platz,WPL,570,POINT (7.005894364 50.9613249809),BUS,151 152 153 159
haltestellen.fid-62cca9c6_1651d8457bd_6c81,57022,Mülheim Wiener Platz,WPL,570,POINT (7.0054471515 50.9617082975),BUS,151 152 153 159
haltestellen.fid-62cca9c6_1651d8457bd_6c82,57023,Mülheim Wiener Platz,WPL,570,POINT (7.0036280916 50.9611607916),BUS,150 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6c83,57024,Mülheim Wiener Platz,WPL,570,POINT (7.003309925 50.9610616368),BUS,150 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6c84,57121,Montanusstr.,MON,571,POINT (7.0125527971 50.9628666148),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c85,57122,Montanusstr.,MON,571,POINT (7.013192988 50.9629960467),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c86,57211,Bf Mülheim,BFM,572,POINT (7.0128560514 50.9569283058),STRAB,13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c87,57212,Bf Mülheim,BFM,572,POINT (7.0120568017 50.9572879378),STRAB,13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c88,57221,Bf Mülheim,BFM,572,POINT (7.0117430551 50.9571621699),BUS,150 151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c89,57222,Bf Mülheim,BFM,572,POINT (7.0117693468 50.9570666551),BUS,150 151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c8a,57321,Graf-Adolf-Str.,GAS,573,POINT (7.0096216445 50.9581874589),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c8b,57322,Graf-Adolf-Str.,GAS,573,POINT (7.0095938626 50.9582710762),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c8c,57421,Kieler Str.,KIE,574,POINT (7.0044082757 50.9557724305),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c8d,57422,Kieler Str.,KIE,574,POINT (7.0049435859 50.9561502303),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c8e,57711,Buchheim Frankfurter Str.,BUC,577,POINT (7.0150157441 50.9533912249),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6c8f,57712,Buchheim Frankfurter Str.,BUC,577,POINT (7.0142102327 50.9532482878),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6c90,57721,Buchheim Frankfurter Str.,BUC,577,POINT (7.0141970854 50.9530055945),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c91,57722,Buchheim Frankfurter Str.,BUC,577,POINT (7.0143309843 50.9524999086),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c92,57811,Buchheim Herler Str.,BHE,578,POINT (7.02534698 50.9580779992),STRAB,13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c93,57812,Buchheim Herler Str.,BHE,578,POINT (7.0245910023 50.9576945823),STRAB,3 13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c94,57813,Buchheim Herler Str.,BHE,578,POINT (7.0254135347 50.9580330772),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6c95,57821,Buchheim Herler Str.,BHE,578,POINT (7.0254519479 50.9583261109),BUS,159 159E
haltestellen.fid-62cca9c6_1651d8457bd_6c96,57822,Buchheim Herler Str.,BHE,578,POINT (7.0256331858 50.9584110181),BUS,159 159E
haltestellen.fid-62cca9c6_1651d8457bd_6c97,57911,Wichheimer Str.,WIC,579,POINT (7.030997982 50.9612718395),STRAB,3 13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c98,57912,Wichheimer Str.,WIC,579,POINT (7.0314640747 50.9617270429),STRAB,3 13 18
haltestellen.fid-62cca9c6_1651d8457bd_6c99,58021,Gronauer Str.,GRO,580,POINT (7.0263812777 50.9656138254),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c9a,58022,Gronauer Str.,GRO,580,POINT (7.0258130904 50.9656252652),BUS,159
haltestellen.fid-62cca9c6_1651d8457bd_6c9b,58121,Rheinbergstr.,RHB,581,POINT (7.0124600382 50.8505500253),BUS,164 167
haltestellen.fid-62cca9c6_1651d8457bd_6c9c,58122,Rheinbergstr.,RHB,581,POINT (7.0130900251 50.8508300315),BUS,164
haltestellen.fid-62cca9c6_1651d8457bd_6c9d,58221,Beuthener Str.,BEU,582,POINT (7.0183763848 50.9499230601),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c9e,58222,Beuthener Str.,BEU,582,POINT (7.017976172 50.9498459359),BUS,151 152 153
haltestellen.fid-62cca9c6_1651d8457bd_6c9f,58311,Holweide Vischeringstr.,VRS,583,POINT (7.0391597959 50.9669235532),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca0,58312,Holweide Vischeringstr.,VRS,583,POINT (7.0386489734 50.9667225099),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca1,58313,Holweide Vischeringstr.,VRS,583,POINT (7.0380839562 50.9663171177),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6ca2,58314,Holweide Vischeringstr.,VRS,583,POINT (7.0375485251 50.966048024),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6ca3,58321,Holweide Vischeringstr.,VRS,583,POINT (7.0394009953 50.9671688127),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6ca4,58322,Holweide Vischeringstr.,VRS,583,POINT (7.0399232636 50.9666752864),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6ca5,58411,Maria-Himmelfahrt-Str.,MHS,584,POINT (7.0449368681 50.9678684341),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca6,58412,Maria-Himmelfahrt-Str.,MHS,584,POINT (7.0441853624 50.9678355233),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca7,58511,Neufelder Str.,NFS,585,POINT (7.0551684689 50.9694445499),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca8,58512,Neufelder Str.,NFS,585,POINT (7.0559274665 50.9696774426),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6ca9,58621,Holweide S-Bahn,HOW,586,POINT (7.0438403034 50.9765490618),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6caa,58622,Holweide S-Bahn,HOW,586,POINT (7.0438403034 50.9765490618),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cab,58721,Grunerstr.,GRN,587,POINT (7.0502449597 50.976115569),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cac,58821,Kühzällerweg,KZW,588,POINT (7.0480070671 50.9753152534),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cad,58822,Kühzällerweg,KZW,588,POINT (7.0487612644 50.9747941771),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cae,58921,Gerhart-Hauptmann-Str.,GHA,589,POINT (7.0497518719 50.9733560984),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6caf,58922,Gerhart-Hauptmann-Str.,GHA,589,POINT (7.0492415854 50.972772433),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb0,59021,Buschfeldstr.,BUF,590,POINT (7.0410880567 50.9717318965),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb1,59022,Buschfeldstr.,BUF,590,POINT (7.0392599293 50.9710830814),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb2,59121,Burgwiesenstr.,BUR,591,POINT (7.043538869 50.9642088926),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb3,59122,Burgwiesenstr.,BUR,591,POINT (7.0432334743 50.9642574671),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb4,59221,Colonia-Allee,COL,592,POINT (7.0472699571 50.9632549802),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb5,59222,Colonia-Allee,COL,592,POINT (7.0471162971 50.9633057425),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb6,59321,Schlagbaumsweg,SBW,593,POINT (7.0451912709 50.9593530235),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb7,59322,Schlagbaumsweg,SBW,593,POINT (7.0452212941 50.9596080461),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cb8,59411,Dellbrück Mauspfad,DMP,594,POINT (7.0645751185 50.9717892569),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6cb9,59412,Dellbrück Mauspfad,DMP,594,POINT (7.0653294443 50.9720131967),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6cba,59511,Dellbrück Hauptstr.,DHS,595,POINT (7.0745850556 50.9746073075),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6cbb,59512,Dellbrück Hauptstr.,DHS,595,POINT (7.0750654805 50.9749945775),STRAB,3 18
haltestellen.fid-62cca9c6_1651d8457bd_6cbc,59521,Dellbrück Hauptstr.,DHS,595,POINT (7.0753531726 50.9744930705),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cbd,59522,Dellbrück Hauptstr.,DHS,595,POINT (7.0746068081 50.9749113796),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cbe,59611,Thielenbruch,THB,596,POINT (7.0859798955 50.978076569),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6cbf,59612,Thielenbruch,THB,596,POINT (7.0851306211 50.9779673141),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6cc0,59613,Thielenbruch,THB,596,POINT (7.0859798955 50.978076569),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6cc1,59614,Thielenbruch,THB,596,POINT (7.0851306211 50.9779673141),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6cc2,59721,Eggerbachstr.,EGG,597,POINT (7.0500729721 50.9545963448),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cc3,59722,Eggerbachstr.,EGG,597,POINT (7.0502191386 50.9550163606),BUS,157
haltestellen.fid-62cca9c6_1651d8457bd_6cc4,59821,Ostfriedhof,OSF,598,POINT (7.0729068199 50.9641371594),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cc5,59822,Ostfriedhof,OSF,598,POINT (7.0727701954 50.9638182396),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cc6,59921,Siedlung Mielenforst,SMI,599,POINT (7.0677805219 50.9667782239),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cc7,59922,Siedlung Mielenforst,SMI,599,POINT (7.0684515881 50.9666455189),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cc8,60021,Thurner Kamp,THK,600,POINT (7.0744671263 50.9686080765),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cc9,60022,Thurner Kamp,THK,600,POINT (7.074314311 50.9688935314),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cca,60121,Von-Quadt-Str.,VQS,601,POINT (7.0725318166 50.9768146367),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6ccb,60122,Von-Quadt-Str.,VQS,601,POINT (7.0724329889 50.9767999648),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6ccc,60221,Diepeschrather Str.,DIR,602,POINT (7.0679062747 50.9860747072),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6ccd,60222,Diepeschrather Str.,DIR,602,POINT (7.0673991698 50.9867641282),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cce,60223,Diepeschrather Str.,DIR,602,POINT (7.0679062747 50.9860747072),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6ccf,60321,Anemonenweg,ANE,603,POINT (7.0687135279 50.9817443402),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cd0,60322,Anemonenweg,ANE,603,POINT (7.0685584841 50.9819202087),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cd1,60421,Dellbrück S-Bahn,BFD,604,POINT (7.0690879878 50.9811630715),BUS,154
haltestellen.fid-62cca9c6_1651d8457bd_6cd2,60521,Neurather Weg,NRR,605,POINT (7.0206961328 50.9789836044),BUS,155 156 260
haltestellen.fid-62cca9c6_1651d8457bd_6cd3,60523,Neurather Weg,NRR,605,POINT (7.0212496371 50.9791605364),BUS,155 260
haltestellen.fid-62cca9c6_1651d8457bd_6cd4,60611,Im Weidenbruch,IMW,606,POINT (7.0228591555 50.9807748157),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cd5,60612,Im Weidenbruch,IMW,606,POINT (7.0224331022 50.9804780063),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cd6,60621,Im Weidenbruch,IMW,606,POINT (7.0227940999 50.9805690191),BUS,156 189
haltestellen.fid-62cca9c6_1651d8457bd_6cd7,60622,Im Weidenbruch,IMW,606,POINT (7.0229106667 50.9805080372),BUS,189
haltestellen.fid-62cca9c6_1651d8457bd_6cd8,60711,Am Emberg,AEB,607,POINT (7.0303175824 50.9894796017),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cd9,60712,Am Emberg,AEB,607,POINT (7.0301216442 50.9892542444),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cda,60811,Leuchterstr.,LEU,608,POINT (7.0373969867 50.9960654585),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cdb,60812,Leuchterstr.,LEU,608,POINT (7.0377719556 50.9966733408),STRAB,4
haltestellen.fid-62cca9c6_1651d8457bd_6cdc,60821,Leuchterstr.,LEU,608,POINT (7.0386372752 50.9957655826),BUS,154 155 157
haltestellen.fid-62cca9c6_1651d8457bd_6cdd,60822,Leuchterstr.,LEU,608,POINT (7.0381029734 50.9959921507),BUS,154 155 157
haltestellen.fid-62cca9c6_1651d8457bd_6cde,60824,Leuchterstr.,LEU,608,POINT (7.0384341583 50.9965266271),BUS,154
